,position,company_name,description,requirement,preferred,like
619,[100억↑투자] 프론트엔드 개발자 (React),아파트멘터리,"• 아파트 리모델링 과정에서 고객/디자이너가 사용하는 웹서비스를 개발합니다.
• 보다 나은 사용자 경험을 위해서 제품을 지속적으로 개선합니다.","• 프론트엔드 개발 실무 경력 7년 이하인 분
• React를 사용하여 완성된 서비스를 개발, 배포, 운영한 경험이 있으신 분
• 하나의 서비스를 개발하고 지속적으로 개선한 경험이 있으신 분 (1년 이상)
• 좋은 UI/UX 에 대해 높은 가치를 두는 분
• 자신이 작성한 코드의 의도를 명확하게 전달할 수 있으신 분","• 서버 사이드 개발 경험 혹은 백엔드에 대한 기본적인 이해를 가지신 분
• 더 나은 사용자 경험 위해 고민하는 것을 즐기시는 분
• 복잡한 도메인을 개선할 수 있는 UI / UX를 구현하는 것에 관심이 있으신 분
• 최신 개발 트렌드에 대해 관심이 있고, 공유하기를 즐기시는 분",16
620,반려동물 앱 서비스 프론트엔드 개발자,우리엔,"• 반려동물 건강수첩 모바일 앱(app) 및 웹(Web) 개발과 유지보수
• 반려동물 건강수첩 주요기능
1) 모바일 앱(App)
ㆍ회원가입 및 로그인
ㆍ동물병원과 연동한 건강 기록 관리
ㆍ커뮤니티 사진 공유
2) 관리자 웹(Web)
ㆍ회원 관리
ㆍ게시판 관리
ㆍ컨텐츠 관리
ㆍ서비스 관련 통계","• 프론트엔드 실무 경험 1년 이상 혹은 유사 경험 보유자
• React 및 React Native 개발 경험 (앱&웹)
• HTTP 통신에 대한 기본적인 이해와 REST API 클라이언트 개발 경험
• Git 및 Jira 사용 경험","• 서비스 개발 및 운영 경험
• UX/UI에 대한 설계 및 최적화 경험
• Kotlin or Swift로 개발된 App을 React Native로 변경해본 경험
• Jquery 사용 경험


전형 절차
  • 서류 검토 - 1차 면접 - 2차 면접 - 처우 협의 - 3차 면접 - 최종 합격
※ 경력 및 포지션에 따라 전형 절차는 달라질 수 있습니다.
    ※ 입사 지원 서류에 허위 사실이 발견될 경우, 채용 확정 이후라도 채용이 취소될 수 있습니다.
 
전형 세부내용
  •  서류 검토
 - 제출된 이력서(자유 양식) 기반으로 서류 검토가 이루어집니다.
 - 서류 합격자에 한해 유선 통보될 예정입니다.
  •  1차 면접
 - 지원한 부서의 구성원과 다대일로 직무 및 인성 면접이 진행됩니다.
 - 대면면접 또는 화상면접으로 진행됩니다.
 - 합격 여부와 관계 없이 결과는 유선 혹은 문자로 통보됩니다.
  •  2차 면접
 - 2차 면접을 위해 자사 양식 이력서 작성 및 온라인 인성검사 실시를 요청 드립니다.
 - 임원/인사팀과 다대일로 인성 위주 면접이 진행됩니다.
 - 합격 여부와 관계 없이 결과는 유선 혹은 문자로 통보됩니다.
  •  3차 면접
 - 3차 면접은 서면 보고 또는 대면으로 진행됩니다.
 - 서면 보고로 진행될 경우 절차에 대한 안내만 진행됩니다.
 - 본 절차의 자세한 소요 시간 및 최종 발표 예정일은 유선으로 안내 드립니다.",5
621,웹 개발(프론트엔드),KBS미디어,"• 담당업무 : KBS 홈페이지 개발 및 유지보수
• 전형절차 : 서류전형 - AI 역량검사 / 코딩테스트 - 통합면접 - 신체검사 - 최종합격","• 유관 경력 만 2년 이상인 자
• Java 개발 경험 보유한 자
• Javascript 개발 경험 보유한 자","Angular 개발 경험 보유한 자
AWS Cloud Service 사용 경험 보유한 자
Git/Gitlab 활용 가능한 자",4
622,React 프론트엔드 엔지니어 (연구개발 에너지SW팀),크로커스,"• 자사 전기차 충전기 운영, 관제 플랫폼 프론트엔드 개발
• 산업체 전력 AI 최적화 솔루션 및 전력수요관리 사업 프론트엔드 개발
• 기타 신규 서비스 개발 및 기존 서비스 고도화","• React 개발 경력 최소 2년 이상 또는 그에 준하는 역량 보유 (경력 지원자의 경우)
• React 기반의 기술 스택 및 생태계에 대한 이해가 있는 분
• 웹 서비스의 일반적인 아키텍쳐 및 RESTful API에 대한 이해가 있으신 분
• TypeScript에 능숙하신 분","• React 기반의 독립적으로 동작하는 Components 개발 경험자
• Figma 을 통한 협업 경험이 있는 분
• 앱 서비스 구축 및 출시 경험을 가지고 계신 분
• Flutter 를 이용하여 앱 서비스 개발 경험이 있는 분
• 개인이 운영하시는 블로그, Github 및 개인 포트폴리오 등을 제출하시는 분
• 다양한 직군의 동료들과 원활하게 소통하고 적극적으로 협업하실 수 있는 분
• 새로운 언어, 기술 습득에 관심이 많고 지식 공유에 즐거움을 느끼시는 분
• 코드리뷰로 더 좋은 코드를 만들기 위해 고민하시는 분",5
623,[넷플연가] 프론트엔드 엔지니어,세븐픽쳐스,"1. 넷플연가 웹사이트 / 앱 개발
• 웹사이트 또는 앱 내의 새로운 기능 개발 및 제품 개선
• 제품 내 유저 행동에 대한 분석 및 좋은 오프라인 경험과 연계한 제품 개선안 제안/실행
 
2. UI 서비스 기획 참여
• 개선 - 고객 여정과 만족도 & 플랫폼 확장성 측면에서 더 나은 모임 프로덕트를 고민하고 개선",• React로  프러덕션 레벨의 서비스를 만들어보았거나 경험이 없더라도 충분한 애정을 가지고 다뤄본 사람,"• Flutter 또는 React Native 를 사용해서 앱을 만들어 본 사람
• Firebase 또는 GCP 활용 경험이 있는 사람",14
624,크리스몰 프론트엔드 개발자,버킷스토어,"ㆍ신규 프로젝트
   (이제 init 된 따끈따끈한 프로젝트에요!)
   - 백오피스 어드민 개발
     React (SPA), React-Router, MaterialUI, emotionJS,
     GraphQL Client (Apollo), Recoil, Material React
     Table, Storybook, @testing-library/react
    시스템 개발에는 외주 UX업체와 협력하여
    진행할 예정입니다!
    AWS S3, CloudFront, Route53으로 배포됩니다
   - 크리스몰 서비스 개발 (5~6월 중 프로젝트 시작)
     NextJS, emotionJS, 시스템 개발에는 외주
     UX업체와 협력하여 진행할 예정입니다!
     AWS Amplify (검토중) 혹은 EC2로 배포됩니다
ㆍ레거시 프로젝트 운영
   - SpringBoot, JSP, Thymeleaf, jQuery,
     Oracle DB, redis, nginx
   - 레거시 프로젝트는 운영 업무, 급한 기능 추가
     등에만 대응하며 점차 신규 프로젝트로
     이전해 갈 예정입니다
ㆍ기타
   - GitHub으로 버전관리를 하고 있어요
   - Jenkins로 CI/CD를 하고 배포는 AWS에
     할 수 있는 환경이 구축되어 있어요
   - Slack으로 소통하고 Jira로 업무 관리를 해요
   - Confluence로 중요한 사항을 정리하고 공유해요
   - 개발 조직을 더 활기차게 만들어가기 위해
     다들 노력하고 있어요","ㆍFrontend 개발에 대한 전반적인
   이해가 있으신 분
ㆍjavascript / Typescript에 대해 잘 알고 계신 분
ㆍ상태관리 라이브러리(Redux, MobX, Recoil
   등)를 활용해 개발해 본 적 있으신 분
ㆍ웹 서비스 성능 개선에 관심이 있으신 분
ㆍ신입~경력 2년 미만인 경우 관련학과
   학사 이상
ㆍ경력 2년 이상인 경우 학력 무관","ㆍe-commerce 도메인에 대한
   개발 경험이 있으신 분
ㆍReact가 아니더라도 Vue, Svelte 등의
   웹 프레임워크를 경험해보신 분
ㆍ앱 내 웹 뷰 환경의 서비스
   개발 경험이 있으신 분
ㆍ내부 운영 시스템 / 백오피스 시스템을
   만들어 본 적 있으신 분
ㆍBackend에 대한 지식이 있거나 기초 경험이
   있으신 분 (SpringBoot, NestJS, Tomcat 등)
ㆍ레거시 시스템에 대한 이해가 있으신 분
   (jQuery)
ㆍ웹 개발이 아니더라도 퍼블릭하게 서비스를
   오픈하고 유지보수 해보신 분",2
625,프론트엔드 개발자 (Next.js / React),밴플,"- 밴플 웹앱 프론트엔드 개발
- 개발 과정에서 적극적인 아이디어 소통 및 논의 참여

* 전형절차 : 서류 지원 ＞ 역량 인터뷰(실무진) ＞ 컬처 인터뷰(임원진) ＞레퍼런스 콜 ＞ 필수 제출서류 확인 ＞ 처우 협의 ＞ 합류
* 3개월 수습 있음","- 최소 3년 이상의 프론트엔드 개발 경험을 갖추신 분
- Next.js 및 React 에 능숙하고 실무 경험이 많으신신 분
- 지도를 활용한 서비스 개발 경험이 있으시거나 지도 api를 다루는데 능숙하신 분
- Git을 통한 버전 관리 및 협업 경험이 있으신 분
- 1-2주 단위 짧은 스프린트를 활용한 애자일 개발 경험이 있으신 분
- 일에 구멍이 보일 때 담당자만 찾고 있지 말고, 내가 지금 할 수 있는 방법으로 먼저 일의 구멍을 메우고자 빠르게 추진하고 실행할 수 있는 분
- 팀이 원하는 공동의 목표를 위해 단시간내 몰입하고 성취하는 것에서 즐거움을 느낄 수 있는 분


* 프리랜서가 아니라 조직 내에서, 최소 3년 이상 react 기반의 프론트엔드 개발 경험이 있으신 분을 찾고 있습니다.","- 빠르게 합류 가능할 경우
- 프론트엔드 기반으로 백엔드 작업도 가능한 풀스택 개발자일 경우
- 스타트업 경험이 있을 경우
- Jira 사용 경험이 있을 경우
- 우리 서비스 산업(로드트립, 밴라이프, 차박, 여행, 아웃도어 등)에 대한 관심과 기본 이해를 보유했을 경우",2
626,[200억↑투자] 플랫폼 프론트엔드 엔지니어,페이히어,"• 페이히어 디자인 시스템을 구축하고 배포합니다.
• 기존 컴퍼넌트, UI 규칙을 개선하며, 성능을 최적화합니다.
• 페이히어 공통 클라이언트 라이브러리를 개발합니다.","• React 혹은 React Native 개발 및 운영 경험이 3년 이상 6년 미만의 개발 경험이 있으신 분을 찾습니다.
• HTML, CSS, JavaScript에 대한 깊은 이해가 있으신 분을 찾습니다.
• 프로젝트의 한 사이클(서비스 설계부터 구축, 출시까지)을 경험해보신 분을 찾습니다.
• 개발 문화에 대해 이해하고 고민해보신 분을 찾습니다.","• 디자인시스템을 구축해본 경험이 있으시면 더욱 좋습니다.
• React component의 최적화 경험이 있으시면 더욱 좋습니다.
• 요구사항에 따라 기술적인 완성도와 구현 속도 사이에서 적절한 판단에 대한 경험이 있으시면 더욱 좋습니다.
• 디자이너와 논의하며 좀 더 나은 방향을 고민하고 주도적으로 해결한 경험이 있으시면 더욱 좋습니다.",8
627,웹 프론트엔드(React) 개발자,링글잉글리시에듀케이션서비스,• 웹 프론트엔드(React) 개발,"• React 프로그래밍 경험이 있으신 분
• React, Redux, HTML, CSS, SCSS 관련 지식과 경험이 있으신 분",• 커뮤니케이션/팀웍 등 우수한 소프트스킬을 보유하신 분,99
628,프론트엔드 개발자 (3년차 이상),펫프렌즈,"1. 펫프렌즈 모바일 APP/WEB 서비스 개발 및 기존 서비스 유지보수
2. UI/UX 디자인 기술적 구현
3. 기존 코드베이스에 새로운 기술을 적용해 코드 최적화 및 개선","1. 경력 3~5년차
2. ReactJS 개발에 능숙하신 분
3. JavaScript(es6), CSS3, HTML5 능숙하신 분
4. Git 및 GitHub 기반 협업에 능숙하신 분
5. 새로운 기술에 관심이 많고, 기술 도입에 도전적인 분
6. 모바일 또는 반응형 웹 개발 경험","1. VueJS 사용 경험
2. NextJS 사용 경험
3. 레거시 코드 리팩토링 경험",103
629,프론트엔드 엔지니어(FE),월급쟁이부자들,"• 월부 이러닝/커뮤니티 서비스의 다양한 피쳐를 개발 및 유지보수
• 월부 구성원들이 사용하는 백오피스의 개발 및 유지보수
• 팀과 챕터 내 동료들의 코드를 리뷰하여 서비스 퀄리티 향상에 기여
• 챕터의 기술 부채를 분석하고 이를 해결하여 챕터의 기술 생산성에 기여
• 기술스택
   - 프레임워크 : Vue3 (Nuxt3)
   - 언어 : HTML, CSS, Javascript(TypeScript)
   - 상태관리 : Pinia, Vuex
   - 스타일 : SCSS, Tailwind
   - 컨벤션 : EsLint, Prettier
   - 기타 : Storybook, Slack, Confluence, Jira, Github","• Frontend 개발 및 운영 경험 3년 이상, 또는 이에 준하는 역량을 갖추신 분
• Javascript Modern Render Framework (Vuejs, React 등) 1가지 이상 활용 경험이 있으신 분
• Typescript 기반의 웹 서비스 개발 경험이 있으신 분
• SPA/CSR/SSR, SEO에 대한 경험이나 이해도가 높으신 분
• 웹 사이트의 성능을 측정, 분석하고 성능 최적화를 위해 지속적으로 고민하시는 분
• 새로운 기술에 관심이 많고 꾸준히 스스로 학습하시는 분
• 긍정적 사고와 책임감을 바탕으로 원활한 커뮤니케이션을 하시는 분","• React 개발 경험이 있으신 분
• RESTful API에 대한 지식 또는 이와 관련된 협업 경험이 있으신 분
• 반응형 디자인을 고려한 User Interface 개발 경험이 있으신 분
• 수준 높은 코드 리뷰 문화에 대한 관심이 있으신 분
• 시맨틱 웹, 웹 접근성, 웹 표준, 크로스 브라우징에 대한 지식이나 경험이 있으신 분
• 개발 문서, 기술 설명서, API 가이드 등 technical writing에 대하여 능동적이신 분
• 애자일 개발 환경에서의 주도적인 개발 경험이 있으신 분
• 디자인 시스템 개발 경험이 있으신 분
• 프론트엔드 테스트 (Unit, E2E) 코드 작성 경험이 있으신 분",82
630,웹프론트엔드 개발,와트,"• 웹 서비스 개발 (React 1년 이상)
• 팀 리딩 및 커뮤니케이션 능력","• 필수스택: 
 - React.js
 - javascript, css
 - webrtc
 - Git 경험자","• 우대사항:
 - 2년 이상의 유관업무 경력 또는 이에 상응하는 능력을 보유하신 분
 - 문제 해결을 위한 레퍼런스 수집, 선행 연구 및 리서치에 능숙하신 분",2
631,[서비스 스쿼드] 프론트엔드 엔지니어(3년 이상),버즈니(Buzzni),"홈쇼핑모아 서비스 개발
• React, React-Native, Reactnavigation, Nativewindcss로 홈쇼핑모아 서비스 앱 개발(주 업무)
• 상태 관리 도구 Context API, React Query를 사용한 데이터 연동 및 기능 개발
• 서비스 개발시 성능 이슈를 고려한 앱 개발
• 생산성 증대를 위한 지속적인 구조, 코드 개선 및 버그 이슈 관리
 •사자마켓 등 자사 서비스 관리 및 개발(앱 및 웹 서비스)","•(필수) FE 개발 업무 최소 3년 이상이신 분 (React-Native 최소 2년)
•React, React-Native, ES6+ 기반의 프로젝트 경험이 있으신 분
•REST API 를 활용한 애플리케이션 개발 경험이 있으신 분
•Git, Github 버전관리 시스템 사용 경험
•애플리케이션 성능 최적화 경험이 있으신 분
•기획 / 디자인 등 다양한 직군과의 원만한 커뮤니케이션 및 협업 능력을 갖추신 분
•Javascript 및 HTML5, CSS3에 대한 지식 및 경험이 있으신 분
•웹표준 및 웹접근성에 대한 이해가 높으신 분","•커머스 서비스를 직접 개발/운영 해보신 분
•대규모 사용자 서비스 경험이 있으신 분
•개발지식 공유 활동 경험이 있으신 분
•개발 프로젝트 리딩 경험이 있으신 분
•Back-End 시스템에 대한 이해도가 높으신 분
•테스트/배포 환경 구축/운영 경험이 있으신 분
•Expo, Typescript 기반 프로젝트 경험이 있으신 분",4
